Review,Sentence Component,aspect_text,aspect,sentiment_text,sentiment,aspect_encoded,sentiment_encoded
"giảng dạy dễ hiểu , ngắn gọn , không cầu kỳ .","giảng dạy dễ hiểu , ngắn gọn , không cầu kỳ",giảng dạy,Course information,không cầu kỳ,Positive,0,2
"không nói rõ nội dung nộp đồ án cuối kỳ là gì , cũng không nói rõ phải in báo cáo và ghi nội dung đồ án vào đĩa dvd trước ngày nộp .",không nói rõ nội dung nộp đồ án cuối kỳ là gì,đồ án cuối kỳ,Test and evaluation,không nói rõ,Negative,6,0
giảng viên tập trung quá nhiều vào điện thoại trong giờ lên lớp .,giảng viên tập trung quá nhiều vào điện thoại trong giờ lên lớp,giảng viên,Teaching quality,tập trung quá nhiều vào điện thoại trong giờ lên lớp,Negative,5,0
"phòng học anh văn chất lượng loa , micro không tốt , không đáp ứng được cho sinh viên rèn luyện kỹ năng nghe .","phòng học anh văn chất lượng loa , micro không tốt , không đáp ứng được cho sinh viên rèn luyện kỹ năng nghe",phòng học anh văn,Learning environment,"chất lượng loa , micro không tốt , không đáp ứng được cho sinh viên rèn luyện kỹ năng nghe",Negative,2,0
"dễ tiếp thu , thân thiện , nhiệt tình .","dễ tiếp thu , thân thiện , nhiệt tình","dễ tiếp thu , thân thiện , nhiệt tình",Support from lecturers,thân thiện,Positive,4,2
"giảng viên nhiệt tình , bài học gắn với thực tế , thường xuyên cho bài tập để củng cố kiến thức .",giảng viên nhiệt tình ,giảng viên,Teaching quality, nhiệt tình,Positive,5,2
giảng dạy hết mình .,giảng dạy hết mình,giảng dạy,Teaching quality,hết mình,Positive,5,2
giảng dạy hay thầy rất nhiệt tình slide bài giảng thầy chuẩn bị tốt .,thầy rất nhiệt tình,thầy rất nhiệt tình,Support from lecturers,rất nhiệt tình,Positive,4,2
"thầy vui vẻ , dễ gần , nhiệt tình , có những đồ án hay .","thầy vui vẻ , dễ gần , nhiệt tình","thầy vui vẻ , dễ gần , nhiệt tình",General review,"thầy vui vẻ , dễ gần , nhiệt tình",Positive,1,2
chỉ bảo tự tìm hiểu .,chỉ bảo tự tìm hiểu, bảo,Support from lecturers,chỉ bảo tự tìm hiểu,Negative,4,0
truyền đạt hơi nhanh .,truyền đạt hơi nhanh,truyền đạt,Teaching quality, hơi nhanh,Negative,5,0
em mong thầy sẽ chỉ bảo cho các lớp sau nhiều hơn về vấn đề này .,em mong thầy sẽ chỉ bảo cho các lớp sau nhiều hơn về vấn đề này,em mong thầy sẽ chỉ bảo cho các lớp sau nhiều hơn về vấn đề này,General review,em mong,Neutral,1,1
hơi khó hiểu nếu không học trước ở nhà .,hơi khó hiểu nếu không học trước ở nhà,học trước ở nhà,Workload,hơi khó hiểu,Negative,7,0
dạy hơi khó hiểu và nói quá nhanh .,dạy hơi khó hiểu và nói quá nhanh,dạy,Teaching quality,nói quá nhanh,Negative,5,0
máy chiếu phòng học quá mờ .,máy chiếu phòng học quá mờ,máy chiếu phòng học,Learning environment,quá mờ,Negative,2,0
giảng viên nhiệt tình với các bài trên lớp .,giảng viên nhiệt tình với các bài trên lớp,giảng viên,Support from lecturers,nhiệt tình,Positive,4,2
"thầy tận tâm , nhiệt tình , giảng bài trên lớp kỹ .",giảng bài trên lớp kỹ,giảng bài,Teaching quality,kỹ,Positive,5,2
"em nghĩ cơ sở vật chất vẫn còn yếu kém , ngồi xa không thể nhìn rõ được slide bài giảng của cô giáo , phòng học rất nóng .",ngồi xa không thể nhìn rõ được slide bài giảng của cô giáo,slide bài giảng của cô giáo,Teaching quality,ngồi xa không thể nhìn rõ được,Negative,5,0
"hướng dẫn thực hành chưa tận tình , thời gian còn ít .","hướng dẫn thực hành chưa tận tình , thời gian còn ít",hướng dẫn thực hành,Support from lecturers,"chưa tận tình , thời gian còn ít",Negative,4,0
giảng viên nên đưa ra thêm những ví dụ thực tiễn hơn trong mô hình kinh doanh ngoài thực tế .,giảng viên nên đưa ra thêm những ví dụ thực tiễn hơn trong mô hình kinh doanh ngoài thực tế,giảng viên,Support from lecturers,nên đưa ra thêm những ví dụ thực tiễn,Positive,4,2
"nội dung thầy wzjwz191 cung cấp cho sinh viên khá là sâu , ngoài nội dung trong sách , thầy giúp sinh viên mở rộng nội dung bài học qua các ví dụ thực tế của công ty .",nội dung thầy wzjwz191 cung cấp cho sinh viên khá là sâu,nội dung thầy wzjwz191 cung cấp cho sinh viên,Course information,khá là sâu,Positive,0,2
mong cô giúp đỡ nhiều hơn .,mong cô giúp đỡ nhiều hơn,cô,Support from lecturers,giúp đỡ nhiều hơn,Positive,4,2
quá trình giảng dạy còn hơi nhanh .,quá trình giảng dạy còn hơi nhanh,quá trình giảng dạy,Support from lecturers,còn hơi nhanh,Negative,4,0
"thầy hay nghỉ mà không báo trước , và không cung cấp slide cho sinh viên .",không cung cấp slide cho sinh viên,slide,Course information,không cung cấp,Negative,0,0
môn học hay và hấp dẫn .,môn học hay và hấp dẫn,môn học,Course information,hay và hấp dẫn,Positive,0,2
các bài tập wireshark đều là của năm 2007 hết .,các bài tập wireshark đều là của năm 2007 hết,bài tập,Workload,của năm 2007 hết,Neutral,7,1
một môn học trong cùng một giờ chỉ nên có một giảng viên đứng lớp để đảm bảo sự liên tục của bài học .,một môn học trong cùng một giờ chỉ nên có một giảng viên đứng lớp để đảm bảo sự liên tục của bài học,môn học,Course information,chỉ nên,Positive,0,2
"có nhiều bài tập hay , rèn luyện kỹ năng tốt .","có nhiều bài tập hay , rèn luyện kỹ năng tốt",có nhiều bài tập,Workload,tốt,Positive,7,2
"trong buổi học thầy hay nói lan man nhiều chủ đề khác , tuy thu hút được sự tập trung và chú ý của sinh viên nhưng thường không liên quan hoặc ít liên quan đến môn học .",tuy thu hút được sự tập trung và chú ý của sinh viên nhưng thường không liên quan hoặc ít liên quan đến môn học,thu hút được sự tập trung và chú ý của sinh viên,General review, thường không liên quan hoặc ít liên quan đến môn học ,Negative,1,0
"ân cần , tận tụy .","ân cần , tận tụy","ân cần , tận tụy",Teaching quality,"ân cần , tận tụy",Positive,5,2
"đổi phòng thực hành , máy thực hành bị hư rất nhiều .","đổi phòng thực hành , máy thực hành bị hư rất nhiều",máy thực hành,Learning environment,bị hư rất nhiều,Negative,2,0
"giảng viên bám sát hơn nội dung môn học , tránh đi lan man .","giảng viên bám sát hơn nội dung môn học , tránh đi lan man","bám sát hơn nội dung môn học , tránh đi lan man",Teaching quality,"bám sát hơn nội dung môn học , tránh đi lan man",Positive,5,2
dạy cho sinh viên biết nhiều về thực tế .,dạy cho sinh viên biết nhiều về thực tế ,dạy cho sinh viên,Teaching quality, biết nhiều về thực tế,Positive,5,2
nội dung cơ bản đầy đủ .,nội dung cơ bản đầy đủ ,nội dung cơ bản,Course information, đầy đủ,Positive,0,2
thầy hướng dẫn tận tình mà nhẹ nhàng cho sinh viên tiếp thu .,thầy hướng dẫn tận tình mà nhẹ nhàng cho sinh viên tiếp thu,hướng dẫn,Support from lecturers,tận tình mà nhẹ nhàng,Positive,4,2
cô nhiệt tình và vui vẻ .,cô nhiệt tình và vui vẻ,cô nhiệt tình và vui vẻ,Support from lecturers,nhiệt tình và vui vẻ,Positive,4,2
kiến thức được trình bày đầy đủ và dễ hiểu .,kiến thức được trình bày đầy đủ và dễ hiểu,kiến thức được trình bày,Course information,đầy đủ và dễ hiểu,Positive,0,2
giảng viên chưa truyền đạt tốt cho sinh viên và thái độ ban đầu chưa tốt .,thái độ ban đầu chưa tốt,thái độ ban đầu ,Support from lecturers,chưa tốt,Negative,4,0
"thầy giảng dạy nhiệt tình dễ hiểu , sửa bài tập kỹ .",thầy giảng dạy nhiệt tình dễ hiểu,thầy giảng dạy,Teaching quality,nhiệt tình dễ hiểu,Positive,5,2
giảng viên không có cách giải quyết gì mà vẫn cho làm bài tập nộp tại chỗ như bình thường .,giảng viên không có cách giải quyết gì mà vẫn cho làm bài tập nộp tại chỗ như bình thường,giảng viên không có cách giải quyết gì mà vẫn cho làm bài tập nộp tại chỗ như bình thường ,Organization and management, không có cách giải quyết gì,Negative,3,0
"giảng viên nhiệt tình , giảng dạy hay , dễ hiểu .","giảng dạy hay , dễ hiểu",giảng dạy,Teaching quality,"hay , dễ hiểu",Positive,5,2
thầy giảng bài rất nhiệt tình và quan tâm đến sinh viên ., quan tâm đến sinh viên,quan tâm đến sinh viên,Support from lecturers,quan tâm đến sinh viên,Positive,4,2
"bài tập trên lớp làm quá nhanh , có thể không theo kịp .","bài tập trên lớp làm quá nhanh , có thể không theo kịp",bài tập trên lớp,Workload,làm quá nhanh,Negative,7,0
"dạy hay , đầy đủ .","dạy hay , đầy đủ",dạy,Teaching quality,"hay , đầy đủ",Positive,5,2
giảng kỹ hơn .,giảng kỹ hơn,giảng,Teaching quality,kỹ hơn,Positive,5,2
thích thầy chia sẻ kinh nghiệm .,thích thầy chia sẻ kinh nghiệm,thầy chia sẻ kinh nghiệm,Teaching quality,thích,Positive,5,2
"thầy dạy hay , dễ hiểu và nhiệt tình .","thầy dạy hay , dễ hiểu và nhiệt tình",thầy,Support from lecturers,hay,Positive,4,2
"nhiệt huyết , vui tính .","nhiệt huyết , vui tính","nhiệt huyết , vui tính",Teaching quality,"nhiệt huyết , vui tính",Positive,5,2
"giảng viên nhiệt tình , giải đáp thắc mắc đầy đủ .",giảng viên nhiệt tình,giảng viên nhiệt tình,Support from lecturers,nhiệt tình,Positive,4,2
chất lượng của môn học rất tốt .,chất lượng của môn học rất tốt,chất lượng của môn học,Course information,tốt,Positive,0,2
"hy vọng lần sau sinh viên không nhận được câu "" đâu có ai hỏi tôi đâu mà nói "" của giảng viên khi sinh viên nói là không biết đề thi là đề mở .","hy vọng lần sau sinh viên không nhận được câu "" đâu có ai hỏi tôi đâu mà nói "" của giảng viên khi sinh viên nói là không biết đề thi là đề mở","sinh viên không nhận được câu "" đâu có ai hỏi tôi đâu mà nói "" của giảng viên khi sinh viên nói là không biết đề thi là đề mở",Support from lecturers,"hy vọng lần sau sinh viên không nhận được câu "" đâu có ai hỏi tôi đâu mà nói """,Negative,4,0
thầy ít giảng nội dung lý thuyết trên lớp .,thầy ít giảng nội dung lý thuyết trên lớp,giảng nội dung lý thuyết trên lớp,Teaching quality,thầy ít giảng nội dung lý thuyết trên lớp,Negative,5,0
cô rất nhiệt tình tuy nhiên cách cô giảng dạy đối với em khá khó hiểu .,cô rất nhiệt tình tuy nhiên cách cô giảng dạy đối với em khá khó hiểu,giảng dạy,Support from lecturers,rất nhiệt tình,Positive,4,2
thầy dạy nhiệt tình .,thầy dạy nhiệt tình,thầy dạy nhiệt tình,General review,thầy dạy nhiệt tình,Positive,1,2
quá nhiều trò .,quá nhiều trò,quá nhiều trò,General review,quá nhiều,Negative,1,0
"giảng bài cụ thể , chi tiết .","giảng bài cụ thể , chi tiết",giảng bài,Support from lecturers,cụ thể,Positive,4,2
giáo viên có phong cách giảng dạy nghiêm túc .,giáo viên có phong cách giảng dạy nghiêm túc,giáo viên có phong cách giảng dạy,Teaching quality,nghiêm túc,Positive,5,2
ra bài tập rất hay .,ra bài tập rất hay,bài tập,Workload,rất hay,Positive,7,2
"giảng rất hay , giảng nội dung quan trọng không lan man .","giảng rất hay , giảng nội dung quan trọng không lan man",giảng,Teaching quality,rất hay,Positive,5,2
"thầy wzjwz30 là một giảng viên trẻ , vì vậy thầy rất hiểu tâm lý sinh viên và giúp đỡ chúng em rất nhiều .","thầy wzjwz30 là một giảng viên trẻ , vì vậy thầy rất hiểu tâm lý sinh viên và giúp đỡ chúng em rất nhiều",giảng viên trẻ,Teaching quality,rất hiểu tâm lý sinh viên và giúp đỡ chúng em rất nhiều,Positive,5,2
"môn học 2 cái đồ án , đồ án lý thuyết thì không liên quan đến nội dung môn học dẫn đến khó hiểu .","môn học 2 cái đồ án , đồ án lý thuyết thì không liên quan đến nội dung môn học dẫn đến khó hiểu",môn học 2 cái đồ án,Test and evaluation,đồ án lý thuyết thì không liên quan đến nội dung môn học dẫn đến khó hiểu,Negative,6,0
"rèn luyện được kỹ năng giao tiếp , mạnh dạng đứng trước lớp nói tiếng anh .",mạnh dạng đứng trước lớp nói tiếng anh,đứng trước lớp nói tiếng anh,Learning environment,mạnh dạng,Positive,2,2
lòng nhiệt tình .,lòng nhiệt tình,lòng nhiệt tình,Support from lecturers,nhiệt tình,Positive,4,2
"giảng viên không thực sự nhiệt tình với công việc giảng dạy của mình , thường xuyên vắng tiết không thông báo .",giảng viên không thực sự nhiệt tình với công việc giảng dạy của mình,giảng dạy,Teaching quality,không thực sự nhiệt tình,Negative,5,0
nếu có thì chỉ hướng dẫn bằng lý thuyết mà không làm bài tập mẫu cho sinh viên .,nếu có thì chỉ hướng dẫn bằng lý thuyết mà không làm bài tập mẫu cho sinh viên,hướng dẫn bằng lý thuyết mà không làm bài tập mẫu cho sinh viên,Support from lecturers,nếu có thì chỉ hướng dẫn bằng lý thuyết mà không làm bài tập mẫu cho sinh viên,Negative,4,0
cách giảng dạy còn hơi nhanh và lý thuyết mới nhiều nên đôi lúc gây buồn ngủ .,cách giảng dạy còn hơi nhanh và lý thuyết mới nhiều nên đôi lúc gây buồn ngủ,cách giảng dạy,Teaching quality,hơi nhanh và lý thuyết mới nhiều nên đôi lúc gây buồn ngủ,Negative,5,0
"thầy rất vui tính , dạy dễ hiểu .",dạy dễ hiểu,dạy,Teaching quality,dễ hiểu,Positive,5,2
không thấy được ứng dụng thực tế .,không thấy được ứng dụng thực tế,thấy,Support from lecturers,ứng dụng thực tế,Negative,4,0
giảng viên dạy nhiệt tình vui vẻ .,giảng viên dạy nhiệt tình vui vẻ,giảng viên dạy,Teaching quality,nhiệt tình vui vẻ,Positive,5,2
"thưa , không có .","thưa , không có","thưa , không có",General review,không có,Negative,1,0
giảng viên nói hơi nhanh .,giảng viên nói hơi nhanh ,giảng viên nói,Teaching quality,hơi nhanh,Negative,5,0
"giáo viên rất dễ tính , dạy dễ hiểu , có nhiều điểm cộng .",dạy dễ hiểu,dạy,Teaching quality, dễ hiểu,Positive,5,2
"hiểu biết rõ hơn về các ngành học trong trường , được gặp những giáo viên hướng dẫn giỏi từ các khoa khác nhau .",hiểu biết rõ hơn về các ngành học trong trường,về các ngành học trong trường,General review,hiểu biết rõ hơn,Positive,1,2
dạy kỹ càng .,dạy kỹ càng,dạy,Teaching quality,kỹ càng,Positive,5,2
"thường xuyên cho nghỉ , bù nhưng cũng báo nghỉ trên courses , không hề báo trực tiếp lên daa .", cho nghỉ,"bù nhưng cũng báo nghỉ trên courses , không hề báo trực tiếp lên daa",Organization and management,thường xuyên cho nghỉ,Negative,3,0
"giáo viên thực hành cần quan tâm , chỉ dẫn sinh viên tận tình hơn .",giáo viên thực hành cần quan tâm,giáo viên thực hành cần quan tâm,Support from lecturers,cần quan tâm,Negative,4,0
vấn đề không thể nắm bắt được hết .,vấn đề không thể nắm bắt được hết,không thể nắm bắt được hết,Teaching quality,không thể nắm bắt,Negative,5,0
đảm bảo giờ lên lớp đầy đủ cho sinh viên .,đảm bảo giờ lên lớp đầy đủ cho sinh viên,đảm bảo giờ lên lớp đầy đủ,Organization and management,đầy đủ,Positive,3,2
thường xuyên vào lớp muộn và dạy lố giờ .,thường xuyên vào lớp muộn,vào lớp,Organization and management,muộn,Negative,3,0
"trong buổi học thầy hay nói lan man nhiều chủ đề khác , tuy thu hút được sự tập trung và chú ý của sinh viên nhưng thường không liên quan hoặc ít liên quan đến môn học .",trong buổi học thầy hay nói lan man nhiều chủ đề khác, hay nói lan man nhiều chủ đề khác,Teaching quality, hay nói lan man nhiều chủ đề khác,Neutral,5,1
"nhiệt tình trong việc giảng dạy cho sinh viên , ngoài ra thầy còn tạo nhiều động lực ví dụ cộng điểm quá trình khi giơ tay làm bài tập .",nhiệt tình trong việc giảng dạy cho sinh viên,giảng dạy,Teaching quality,nhiệt tình,Positive,5,2
hy vọng nhà trường nâng cấp các máy cũ trong phòng máy thực hành để sinh viên bọn em có đủ số máy để học tập .,hy vọng nhà trường nâng cấp các máy cũ trong phòng máy thực hành để sinh viên bọn em có đủ số máy để học tập ,phòng máy thực hành,Learning environment,hy vọng nhà trường nâng cấp các máy cũ,Neutral,2,1
"cô dạy rất hay , giọng nói truyền cảm , dạy sâu vào các vấn đề .","cô dạy rất hay , giọng nói truyền cảm , dạy sâu vào các vấn đề",giọng nói,Support from lecturers,dạy sâu vào các vấn đề,Positive,4,2
"giáo trình rõ ràng , bài tập đầy đủ nội dung đã học .",giáo trình rõ ràng,giáo trình,Course information,rõ ràng,Positive,0,2
cô giảng hay cuốn hút và truyền đạt dễ hiểu .,cô giảng hay cuốn hút và truyền đạt dễ hiểu,truyền đạt dễ hiểu,Teaching quality,dễ hiểu,Positive,5,2
"thầy nhiệt tình , thân thiện với học sinh .","thầy nhiệt tình , thân thiện với học sinh",thầy,Support from lecturers,nhiệt tình,Positive,4,2
cung cấp đầy đủ kiến thức từng nội dung bài học .,cung cấp đầy đủ kiến thức từng nội dung bài học,kiến thức từng nội dung bài học,Course information,cung cấp đầy đủ,Positive,0,2
cần đặt câu hỏi cho sinh viên trong khi giảng dạy và thêm vào điểm cộng nếu sinh viên trả lời được .,cần đặt câu hỏi cho sinh viên trong khi giảng dạy và thêm vào điểm cộng nếu sinh viên trả lời được,đặt câu hỏi cho sinh viên trong khi giảng dạy và thêm vào điểm cộng ,Teaching quality,cần,Neutral,5,1
"chị dạy hay , nhiệt tình , vui vẻ , dễ hiểu .","chị dạy hay , nhiệt tình , vui vẻ , dễ hiểu",dạy,Teaching quality,"hay , nhiệt tình , vui vẻ , dễ hiểu",Positive,5,2
"thầy wzjwz281 rất nhiệt tình , có khả năng truyền đạt kiến thức thực hành cao và luôn có bài tập trên lớp .",có khả năng truyền đạt kiến thức thực hành cao và luôn có bài tập trên lớp,truyền đạt kiến thức thực hành,Teaching quality,truyền đạt kiến thức thực hành cao và luôn có bài tập,Positive,5,2
"thầy dạy rất nhiệt tình và dễ hiểu , tuy nhiên do học sinh còn lười nhác học bài nên đôi khi kết quả không được như mong muốn .",thầy dạy rất nhiệt tình và dễ hiểu,dạy,Teaching quality,rất nhiệt tình và dễ hiểu,Positive,5,2
"cô dạy rất tốt , nhiệt tình dễ hiểu .","cô dạy rất tốt , nhiệt tình dễ hiểu",cô dạy,Support from lecturers,rất tốt,Positive,4,2
"thầy dạy rất nhiệt tình , nội dung dạy truyền đạt đầy đủ và chi tiết .","thầy dạy rất nhiệt tình , nội dung dạy truyền đạt đầy đủ và chi tiết",thầy,Support from lecturers,rất nhiệt tình,Positive,4,2
"giảng viên hiểu tâm lý sinh viên , giảng viên giảng bài dễ hiểu .",giảng viên giảng bài dễ hiểu,giảng bài,Teaching quality,dễ hiểu,Positive,5,2
"giảng viên tận tâm , nhiệt tình , giảng dạy rất chi tiết nội dung môn học , các ví dụ sinh động , sát thực tế .","giảng viên tận tâm , nhiệt tình , giảng dạy rất chi tiết nội dung môn học , các ví dụ sinh động , sát thực tế",giảng viên,Teaching quality," tận tâm , nhiệt tình , giảng dạy rất chi tiết nội dung môn học , các ví dụ sinh động , sát thực tế",Positive,5,2
khả năng truyền đạt lại kiến thức không được tốt .,khả năng truyền đạt lại kiến thức không được tốt,khả năng truyền đạt,Support from lecturers,không được tốt,Negative,4,0
giáo viên giảng bài sinh động dễ tiếp thu .,giáo viên giảng bài sinh động dễ tiếp thu,giáo viên giảng bài,Teaching quality,sinh động dễ tiếp thu,Positive,5,2
"chưa tạo động lực học cho học sinh , chưa hướng dẫn rõ ràng cho sinh viên làm đồ án .",chưa tạo động lực học cho học sinh,tạo động lực học cho học sinh,Support from lecturers,chưa tạo động lực học cho học sinh,Negative,4,0
"dễ hiểu , nhiệt tình .","dễ hiểu , nhiệt tình","dễ hiểu , nhiệt tình",Support from lecturers,dễ hiểu,Positive,4,2
"đề nghị trang bị thiết bị vật chất tốt hơn doubledot quạt , máy chiếu .","đề nghị trang bị thiết bị vật chất tốt hơn doubledot quạt , máy chiếu"," thiết bị vật chất tốt hơn doubledot quạt , máy chiếu",Learning environment,đề nghị trang bị ,Neutral,2,1
giờ lên lớp .,giờ lên lớp,lên lớp,Support from lecturers,giờ lên lớp,Neutral,4,1
"giảng khó hiểu , nhưng phần lớn là do môn giải tích khó .","giảng khó hiểu , nhưng phần lớn là do môn giải tích khó",giảng,Teaching quality,"khó hiểu , nhưng phần lớn là do môn giải tích khó",Neutral,5,1
kết quả đạt được trong buổi thực hành hỗ trợ rất nhiều cho lý thuyết được học .,kết quả đạt được trong buổi thực hành hỗ trợ rất nhiều cho lý thuyết được học,kết quả đạt được,General review,hỗ trợ rất nhiều,Positive,1,2
"môn căn bản mà thầy không dạy cho sinh viên kỹ , gây không hiểu , mất căn bản .","môn căn bản mà thầy không dạy cho sinh viên kỹ , gây không hiểu , mất căn bản",thầy không dạy,Teaching quality,"gây không hiểu , mất căn bản",Negative,5,0
"phải nói một câu là doubledot "" sao thầy thắc mắc nhiều vậy thầy ? "" , mới đầu em cũng hơi sợ dot em còn chưa hiểu cái môn học gì .","phải nói một câu là doubledot "" sao thầy thắc mắc nhiều vậy thầy ? "" , mới đầu em cũng hơi sợ dot em còn chưa hiểu cái môn học gì",cái môn học,Course information,còn chưa hiểu,Negative,0,0
môn học không giúp ích được cho cuộc song sau này ( môn võ ) fraction chỉ đánh bài quyền cơ bản thì không thể tự vệ bản thân được .,môn học không giúp ích được cho cuộc song sau này ( môn võ ) fraction,môn học ,Course information,không giúp ích được cho cuộc song sau này,Negative,0,0
"nhiệt tình giúp đỡ , cho nhiều bài tập hữu ích và thực tiễn cao .","nhiệt tình giúp đỡ , cho nhiều bài tập hữu ích và thực tiễn cao",giúp đỡ,Support from lecturers,hữu ích,Positive,4,2
"giáo viên trẻ trung , năng động , nhiệt tình , vui vẻ .","giáo viên trẻ trung , năng động , nhiệt tình , vui vẻ",giáo viên,Support from lecturers,trẻ trung,Positive,4,2
"cô dạy khá nhiệt tình , tuy nhiên lý thuyết dạy cô còn hay nhầm lần , làm sinh viên mơ hồ ."," tuy nhiên lý thuyết dạy cô còn hay nhầm lần , làm sinh viên mơ hồ",lý thuyết dạy,Teaching quality,"còn hay nhầm lần , làm sinh viên mơ hồ",Negative,5,0
thầy rất nhiệt tình nhắc lại nhiều lần những kiến thức hay bị quên .,thầy rất nhiệt tình nhắc lại nhiều lần những kiến thức hay bị quên,nhắc lại nhiều lần,Teaching quality,nhiệt tình,Positive,5,2
"cô dạy hay , nhiệt tình , cung cấp đầy đủ kiến thức của bộ môn .",cung cấp đầy đủ kiến thức của bộ môn,kiến thức của bộ môn,Course information,cung cấp đầy đủ ,Positive,0,2
"cô nhiệt tình , nhưng cách trình bày của cô , nội dung cô nói khó hiểu quá !","nhưng cách trình bày của cô , nội dung cô nói khó hiểu quá ",cô ,Teaching quality,"nhưng cách trình bày của cô , nội dung cô nói khó hiểu quá ",Negative,5,0
"giảng viên có kỹ năng tốt , truyền đạt dễ hiểu , dễ áp dụng .","giảng viên có kỹ năng tốt , truyền đạt dễ hiểu , dễ áp dụng",giảng viên,Support from lecturers,có kỹ năng tốt,Positive,4,2
"thầy dạy hay , nhiệt tình , dễ hiểu , tận tâm với sinh viên .","thầy dạy hay , nhiệt tình , dễ hiểu , tận tâm với sinh viên",thầy,Support from lecturers,tận tâm,Positive,4,2
áp dụng nhiều ví dụ trong cuộc sống .,áp dụng nhiều ví dụ trong cuộc sống,ví dụ trong cuộc sống,Teaching quality,áp dụng nhiều,Positive,5,2
"giảng viên nhiệt tình , khả năng truyền đạt tốt , tạo cảm hứng cho sinh viên muốn lên lớp .","giảng viên nhiệt tình , khả năng truyền đạt tốt , tạo cảm hứng cho sinh viên muốn lên lớp",giảng viên,Support from lecturers,nhiệt tình,Positive,4,2
"dạy chậm về kiến thức , chưa hoàn tất chuyển c sang cplusplus .",chưa hoàn tất chuyển c sang cplusplus,chưa hoàn tất chuyển c sang cplusplus,Teaching quality,chưa hoàn tất ,Negative,5,0
giọng của cô hơi khó nghe .,giọng của cô hơi khó nghe,giọng của cô,General review, hơi khó nghe,Negative,1,0
"không cung cấp slide , vô dạy nói tùm lum tà la không liên quan đến môn học , dạy một tí bảo chép slide rồi cầm tờ báo ngồi đọc .","không cung cấp slide , vô dạy nói tùm lum tà la không liên quan đến môn học , dạy một tí bảo chép slide rồi cầm tờ báo ngồi đọc",dạy,Teaching quality,không liên quan,Negative,5,0
"nhiệt tình , thoải mái , ôn tập kỹ .",nhiệt tình,nhiệt tình,Support from lecturers,nhiệt tình,Positive,4,2
"cô nhiệt tình , giúp đỡ sinh viên rất nhiều .","cô nhiệt tình , giúp đỡ sinh viên rất nhiều","nhiệt tình , giúp đỡ",Support from lecturers,rất nhiều,Positive,4,2
thành vòng tuần hoàn đến khi thi .,thành vòng tuần hoàn đến khi thi,vòng tuần hoàn đến khi thi,Test and evaluation,vòng tuần hoàn,Negative,6,0
"cô dạy rất nhiệt tình , luôn trao đổi trên lớp và trên website môn học .",luôn trao đổi trên lớp và trên website môn học,trao đổi,Support from lecturers,luôn,Positive,4,2
thầy dạy nhiệt tình và thân thiện với sinh viên .,thân thiện với sinh viên,thân thiện với sinh viên,General review,thân thiện ,Positive,1,2
phòng học còn nóng .,phòng học còn nóng,phòng học,Learning environment,còn nóng,Negative,2,0
slide và bài tập cụ thể .,slide và bài tập cụ thể,slide và bài tập,Course information,cụ thể,Positive,0,2
"thầy dạy hay , kiến thức thầy có rất nhiều .","thầy dạy hay , kiến thức thầy có rất nhiều",thầy dạy,Support from lecturers,kiến thức thầy có rất nhiều,Positive,4,2
"thầy nhiệt tình , truyền đạt kỹ và rõ giúp sinh viên có hứng thú học tập .",thầy nhiệt tình,thầy nhiệt tình,Support from lecturers,nhiệt tình,Positive,4,2
thầy dạy vô cùng chán và không có tâm huyết .,thầy dạy vô cùng chán và không có tâm huyết,thầy dạy,Teaching quality,vô cùng chán và không có tâm huyết,Negative,5,0
em xim cám ơn !,em xim cám ơn,em xim cám ơn,General review,cám ơn,Positive,1,2
"cô dễ thương , giải đáp thắc mắc với cung cấp tài liệu đầy đủ cho mỗi tuần học .",giải đáp thắc mắc với cung cấp tài liệu đầy đủ cho mỗi tuần học,giải đáp thắc mắc với cung cấp tài liệu,Support from lecturers,đầy đủ,Positive,4,2
"giảng viên dạy đúng giờ , dễ hiểu , bám sát đề cương .","giảng viên dạy đúng giờ , dễ hiểu , bám sát đề cương",giảng viên dạy,Support from lecturers,đúng giờ,Positive,4,2
tậm tâm với sinh viên .,tậm tâm với sinh viên,tậm tâm ,Support from lecturers,tậm tâm,Positive,4,2
rất tận tâm và đảm bảo thời gian .,và đảm bảo thời gian, thời gian,Organization and management, đảm bảo,Positive,3,2
thầy dạy rất nhiệt tình và luôn tạo được cảm hứng và sự yêu thích cho sinh viên đối với môn học cũng như cách học .,thầy dạy rất nhiệt tình và luôn tạo được cảm hứng và sự yêu thích cho sinh viên đối với môn học cũng như cách học,thầy,Support from lecturers,dạy rất nhiệt tình,Positive,4,2
"giảng viên cung cấp các slide , các module phục vụ việc học tập rất chu đáo .","giảng viên cung cấp các slide , các module phục vụ việc học tập rất chu đáo","slide , các module",Course information,chu đáo,Positive,0,2
"nội dung thực hành còn khá nhẹ , tôi muốn nó nhiều và khó hơn để được nghiên cứu nhiều khía cạnh hơn của môn học .",nội dung thực hành còn khá nhẹ,nội dung thực hành,Course information,khá nhẹ,Neutral,0,1
"kiểm tra thì cực kỳ vô lý , phải làm những bài viết loàng ngoằng chẳng khác gì học sinh cấp 3 .","kiểm tra thì cực kỳ vô lý , phải làm những bài viết loàng ngoằng chẳng khác gì học sinh cấp 3",kiểm tra,Test and evaluation,"cực kỳ vô lý , phải làm những bài viết loàng ngoằng",Negative,6,0
